strategy,entry_date,exit_date,entry_price,exit_price,shares,gross_pnl,costs,net_pnl,pnl_pct,reason,regime,duration,rsi_entry_d,rsi_exit_d,rsi_weekly,rsi_monthly,signal_candle_high,signal_candle_low,instrument
GFS Basic,2024-10-15,2024-10-18,6007.27,5808.14,11,-2190.38,159.91,-2350.28,-3.56,Stop Loss (candle low),bull,3,43.4,33.1,56.7,72.4,6004.26,5906.55,Britannia
GFS Basic,2025-07-22,2025-07-25,5667.1,5518.88,11,-1630.46,152.17,-1782.64,-2.86,Stop Loss (candle low),bull,3,42.6,23.6,57.3,60.6,5664.27,5558.34,Britannia
GFS Advanced,2006-04-28,2006-05-11,133.12,130.12,713,-2141.24,224.03,-2365.27,-2.49,Price < 50 EMA,bull,13,36.3,38.1,69.1,84.1,133.06,128.11,Britannia
GFS Advanced,2007-08-14,2007-08-16,128.11,122.21,723,-4265.58,216.75,-4482.33,-4.84,Price < 50 EMA,bull,2,38.1,31.7,66.0,62.4,128.05,118.42,Britannia
GFS Advanced,2009-06-15,2009-06-25,130.11,125.98,680,-2809.09,209.03,-3018.12,-3.41,Stop Loss (candle low),bull,10,37.8,36.8,76.1,65.5,130.04,126.33,Britannia
GFS Advanced,2009-07-17,2009-07-20,130.1,134.71,658,3030.83,208.71,2822.12,3.3,RSI Target 60,bull,3,43.9,62.0,67.8,60.9,130.04,128.36,Britannia
GFS Advanced,2010-08-23,2010-08-25,172.26,165.59,512,-3412.77,207.79,-3620.56,-4.11,Stop Loss (candle low),bull,2,43.4,19.8,73.2,60.2,172.17,166.57,Britannia
GFS Advanced,2010-10-05,2010-10-07,181.03,181.51,468,223.46,203.84,19.62,0.02,RSI Target 60,bull,2,38.5,63.3,62.0,62.0,180.94,176.96,Britannia
GFS Advanced,2011-08-12,2011-08-19,197.49,192.19,429,-2276.73,201.25,-2477.98,-2.92,Stop Loss (candle low),bull,7,42.3,32.2,77.2,69.7,197.4,194.59,Britannia
GFS Advanced,2012-05-10,2012-05-11,233.4,224.66,353,-3086.11,195.22,-3281.33,-3.98,Price < 50 EMA,bull,1,38.8,33.9,65.8,80.3,233.29,222.07,Britannia
GFS Advanced,2013-08-28,2013-09-10,299.87,317.0,264,4521.04,195.94,4325.1,5.46,RSI Target 60,bull,13,42.5,62.6,53.2,70.1,299.72,282.32,Britannia
GFS Advanced,2013-11-14,2013-11-21,390.95,377.13,213,-2944.57,197.33,-3141.9,-3.77,Stop Loss (candle low),bull,7,42.1,30.4,77.7,85.4,390.75,383.39,Britannia
GFS Advanced,2014-10-17,2014-10-27,589.14,625.0,136,4877.19,198.43,4678.76,5.84,RSI Target 60,bull,10,35.1,60.5,83.0,85.4,588.84,572.7,Britannia
GFS Advanced,2015-02-02,2015-02-05,830.66,804.78,102,-2640.09,200.88,-2840.96,-3.35,Stop Loss (candle low),bull,3,38.0,30.1,79.7,93.1,830.25,820.19,Britannia
GFS Advanced,2015-04-29,2015-05-12,942.47,986.66,87,3844.73,201.52,3643.21,4.44,RSI Target 60,bull,13,41.2,65.0,68.8,96.8,942.0,905.29,Britannia
GFS Advanced,2017-09-06,2017-09-12,1884.27,1909.0,45,1113.14,204.91,908.23,1.07,RSI Target 60,bull,6,43.4,66.3,85.9,76.6,1883.32,1861.16,Britannia
GFS Advanced,2017-12-21,2017-12-28,2102.48,2063.26,41,-1608.15,205.22,-1813.37,-2.1,Stop Loss (candle low),bull,7,44.0,19.8,66.4,78.2,2101.43,2080.92,Britannia
GFS Advanced,2020-09-08,2020-09-21,3474.31,3348.01,24,-3031.26,197.49,-3228.74,-3.87,Stop Loss (candle low),bull,13,41.7,38.6,76.4,69.1,3472.58,3423.61,Britannia
GFS Advanced,2024-01-19,2024-02-06,5039.73,4876.34,16,-2614.27,191.81,-2806.08,-3.48,Stop Loss (candle low),bull,18,39.0,39.6,74.5,65.6,5037.21,4881.45,Britannia
GFS Advanced,2024-06-26,2024-07-05,5297.97,5402.0,14,1456.34,181.67,1274.67,1.72,RSI Target 60,bull,9,43.9,63.2,69.6,63.6,5295.33,5180.19,Britannia
GFS Advanced,2025-07-22,2025-07-25,5667.1,5518.88,14,-2075.14,189.49,-2264.62,-2.85,Stop Loss (candle low),bull,3,42.6,23.6,57.3,60.6,5664.27,5558.34,Britannia
GFS Basic,2006-11-28,2006-11-29,355.5,360.05,267,1215.21,227.51,987.7,1.04,RSI Target 60,bull,1,42.2,65.8,77.3,74.4,355.32,345.86,Grasim
GFS Basic,2006-12-13,2007-01-03,345.22,365.98,277,5750.03,233.79,5516.25,5.77,RSI Target 60,bull,21,43.9,82.0,69.1,79.9,345.05,310.13,Grasim
GFS Basic,2007-08-13,2007-08-16,388.63,366.28,260,-5811.9,233.85,-6045.75,-5.98,Stop Loss (candle low),bull,3,44.6,40.5,64.9,74.2,388.44,375.52,Grasim
GFS Basic,2007-10-31,2007-11-06,499.26,478.88,191,-3890.77,223.2,-4113.97,-4.31,Stop Loss (candle low),bull,6,44.2,46.8,73.4,76.4,499.01,481.04,Grasim
GFS Basic,2007-12-06,2007-12-10,500.57,473.46,182,-4934.3,212.67,-5146.97,-5.65,Stop Loss (candle low),bull,4,39.7,38.6,65.1,74.8,500.32,477.23,Grasim
GFS Basic,2010-02-03,2010-02-05,367.65,350.66,235,-3992.42,203.19,-4195.6,-4.86,Stop Loss (candle low),bull,2,36.0,27.9,69.7,78.1,367.47,355.59,Grasim
GFS Basic,2010-04-01,2010-04-05,387.68,381.3,213,-1359.81,197.42,-1557.23,-1.89,Stop Loss (candle low),bull,4,39.6,34.2,67.4,77.8,387.49,381.85,Grasim
GFS Basic,2011-11-18,2011-11-23,330.62,318.74,245,-2910.99,192.32,-3103.31,-3.83,Stop Loss (candle low),bull,5,36.8,21.1,63.6,67.4,330.46,319.89,Grasim
GFS Basic,2012-02-28,2012-03-05,390.86,379.99,200,-2173.23,186.79,-2360.02,-3.02,Stop Loss (candle low),bull,6,38.9,29.4,70.9,63.9,390.66,382.04,Grasim
GFS Basic,2012-03-21,2012-03-26,385.24,371.18,197,-2768.32,181.11,-2949.43,-3.89,Stop Loss (candle low),bull,5,44.7,42.9,67.6,63.9,385.04,376.32,Grasim
GFS Basic,2012-11-06,2012-11-15,483.18,458.8,151,-3681.95,173.65,-3855.61,-5.28,Stop Loss (candle low),bull,9,42.7,30.5,86.5,74.7,482.94,468.88,Grasim
GFS Basic,2015-03-20,2015-04-08,527.09,549.75,131,2967.82,171.85,2795.97,4.05,RSI Target 60,bull,19,41.9,60.3,61.9,67.7,526.83,513.54,Grasim
GFS Basic,2016-06-17,2016-06-22,634.22,622.94,113,-1274.76,173.27,-1448.03,-2.02,Stop Loss (candle low),bull,5,44.7,37.9,85.3,64.6,633.9,626.59,Grasim
GFS Basic,2017-10-13,2017-10-18,1095.57,1089.72,64,-374.19,170.76,-544.95,-0.78,RSI Target 60,bull,5,41.2,61.1,67.1,76.4,1095.02,1073.18,Grasim
GFS Basic,2017-11-20,2017-12-01,1134.24,1093.33,61,-2495.26,166.5,-2661.75,-3.85,Stop Loss (candle low),bull,11,41.4,32.6,51.8,76.1,1133.67,1102.93,Grasim
GFS Basic,2021-04-16,2021-04-19,1341.03,1286.0,50,-2751.24,161.48,-2912.72,-4.34,Stop Loss (candle low),bull,3,43.6,41.5,74.8,76.5,1340.36,1301.82,Grasim
GFS Basic,2021-08-27,2021-09-07,1435.14,1518.13,45,3734.82,162.71,3572.11,5.53,RSI Target 60,bull,11,35.2,63.8,57.8,91.6,1434.42,1409.24,Grasim
GFS Basic,2021-12-08,2021-12-17,1703.0,1626.88,40,-3044.87,163.55,-3208.42,-4.71,Stop Loss (candle low),bull,9,39.6,47.4,53.9,87.8,1702.15,1654.42,Grasim
GFS Basic,2023-10-10,2023-10-12,1901.59,1978.05,34,2599.59,161.7,2437.89,3.77,RSI Target 60,bull,2,43.3,63.8,68.5,72.6,1900.64,1864.12,Grasim
GFS Advanced,2007-08-13,2007-08-16,388.63,366.28,244,-5454.25,220.4,-5674.65,-5.98,Stop Loss (candle low),bull,3,44.6,40.5,64.9,74.2,388.44,375.52,Grasim
GFS Advanced,2007-10-31,2007-11-06,499.26,478.88,179,-3646.32,210.14,-3856.47,-4.32,Stop Loss (candle low),bull,6,44.2,46.8,73.4,76.4,499.01,481.04,Grasim
GFS Advanced,2010-02-03,2010-02-05,367.65,350.66,233,-3958.44,201.59,-4160.03,-4.86,Stop Loss (candle low),bull,2,36.0,27.9,69.7,78.1,367.47,355.59,Grasim
GFS Advanced,2010-04-01,2010-04-05,387.68,381.3,211,-1347.04,195.71,-1542.75,-1.89,Stop Loss (candle low),bull,4,39.6,34.2,67.4,77.8,387.49,381.85,Grasim
GFS Advanced,2012-02-28,2012-03-05,390.86,379.99,206,-2238.42,191.94,-2430.36,-3.02,Stop Loss (candle low),bull,6,38.9,29.4,70.9,63.9,390.66,382.04,Grasim
GFS Advanced,2012-11-22,2012-11-23,462.41,451.64,169,-1820.01,187.1,-2007.12,-2.57,Price < 50 EMA,bull,1,42.2,32.5,62.9,74.7,462.18,450.05,Grasim
GFS Advanced,2016-06-20,2016-06-28,632.76,649.46,120,2004.01,186.14,1817.86,2.39,RSI Target 60,bull,8,42.4,64.7,81.2,64.6,632.44,619.03,Grasim
GFS Advanced,2017-10-13,2017-10-18,1095.57,1089.72,71,-415.12,187.76,-602.87,-0.78,RSI Target 60,bull,5,41.2,61.1,67.1,76.4,1095.02,1073.18,Grasim
GFS Advanced,2021-04-16,2021-04-19,1341.03,1286.0,57,-3136.41,181.94,-3318.35,-4.34,Stop Loss (candle low),bull,3,43.6,41.5,74.8,76.5,1340.36,1301.82,Grasim
GFS Advanced,2023-10-10,2023-10-12,1901.59,1978.05,39,2981.88,183.22,2798.66,3.77,RSI Target 60,bull,2,43.3,63.8,68.5,72.6,1900.64,1864.12,Grasim
GFS Basic,2006-11-24,2006-11-30,137.13,132.7,692,-3064.69,223.02,-3287.71,-3.46,Stop Loss (candle low),bull,6,35.4,31.5,61.4,57.3,137.06,133.16,Hindalco
GFS Basic,2010-12-01,2010-12-07,191.7,200.71,479,4316.71,223.85,4092.86,4.46,RSI Target 60,bull,6,41.0,60.6,72.8,69.6,191.6,183.23,Hindalco
GFS Basic,2011-01-11,2011-02-09,207.29,194.11,461,-6072.16,221.39,-6293.55,-6.59,Stop Loss (candle low),bull,29,44.6,38.8,59.7,69.7,207.18,196.46,Hindalco
GFS Basic,2014-06-30,2014-07-01,152.18,161.17,590,5309.28,220.35,5088.93,5.67,RSI Target 60,bull,1,43.8,63.0,69.7,74.0,152.1,147.15,Hindalco
GFS Basic,2014-08-18,2014-08-25,170.54,151.61,554,-10488.33,214.42,-10702.75,-11.33,Stop Loss (candle low),bull,7,40.9,26.5,69.0,77.5,170.46,161.91,Hindalco
GFS Basic,2016-09-14,2016-10-03,135.77,145.45,622,6021.47,209.24,5812.23,6.88,RSI Target 60,bull,19,38.0,65.8,72.2,64.4,135.71,130.78,Hindalco
GFS Basic,2016-10-26,2016-10-27,143.85,139.98,625,-2420.1,212.62,-2632.72,-2.93,Stop Loss (candle low),bull,1,43.2,34.3,60.5,64.4,143.78,140.26,Hindalco
GFS Basic,2016-12-15,2016-12-16,167.61,160.65,521,-3628.01,205.63,-3833.64,-4.39,Stop Loss (candle low),bull,1,43.3,38.5,56.3,81.3,167.53,163.48,Hindalco
GFS Basic,2017-03-24,2017-03-27,186.13,178.11,450,-3609.15,197.72,-3806.88,-4.54,Stop Loss (candle low),bull,3,44.8,36.6,62.0,74.8,186.04,181.46,Hindalco
GFS Basic,2017-04-18,2017-05-05,179.85,175.38,446,-1995.62,191.51,-2187.13,-2.73,Weekly RSI < 50,bull,17,44.1,53.2,47.3,82.6,179.76,172.92,Hindalco
GFS Basic,2017-09-26,2017-10-12,223.38,250.75,349,9551.88,198.47,9353.41,12.0,RSI Target 60,bull,16,35.6,65.8,78.5,77.5,223.27,216.0,Hindalco
GFS Basic,2017-11-10,2017-11-15,253.47,238.8,343,-5030.4,203.32,-5233.71,-6.02,Stop Loss (candle low),bull,5,42.5,30.3,68.9,77.6,253.34,247.29,Hindalco
GFS Basic,2021-03-18,2021-03-24,328.77,306.5,249,-5545.96,191.5,-5737.47,-7.01,Stop Loss (candle low),bull,6,39.4,26.9,70.7,64.9,328.61,317.69,Hindalco
GFS Basic,2021-05-31,2021-06-03,381.78,385.06,200,656.78,185.69,471.09,0.62,RSI Target 60,bull,3,35.9,61.1,70.2,89.2,381.59,374.26,Hindalco
GFS Basic,2021-07-01,2021-07-07,367.68,379.71,209,2513.73,188.7,2325.03,3.03,RSI Target 60,bull,6,39.5,68.0,63.7,82.8,367.5,358.83,Hindalco
GFS Basic,2021-09-21,2021-09-29,439.89,479.95,180,7211.13,198.76,7012.37,8.86,RSI Target 60,bull,8,42.6,63.6,75.1,86.0,439.67,426.19,Hindalco
GFS Basic,2021-11-03,2021-11-09,467.11,451.25,183,-2902.63,202.28,-3104.91,-3.63,Stop Loss (candle low),bull,6,42.0,28.0,56.2,80.1,466.88,456.35,Hindalco
GFS Basic,2022-04-01,2022-04-12,560.98,526.76,147,-5029.58,193.37,-5222.95,-6.33,Stop Loss (candle low),bull,11,44.4,29.6,68.1,80.0,560.7,545.31,Hindalco
GFS Basic,2023-09-26,2023-10-23,468.4,450.57,166,-2960.07,185.05,-3145.12,-4.04,Stop Loss (candle low),bull,27,40.9,32.2,57.5,60.8,468.16,459.94,Hindalco
GFS Basic,2024-01-24,2024-02-08,559.75,593.22,134,4485.94,186.66,4299.28,5.73,RSI Target 60,bull,15,37.1,69.3,76.2,63.8,559.47,539.65,Hindalco
GFS Basic,2024-06-20,2024-06-25,675.83,676.29,117,53.7,191.1,-137.4,-0.17,RSI Target 60,bull,5,44.8,64.1,85.0,72.6,675.5,652.86,Hindalco
GFS Basic,2024-07-22,2024-07-25,666.6,637.87,118,-3390.63,186.61,-3577.24,-4.55,Stop Loss (candle low),bull,3,41.5,31.2,65.9,71.4,666.27,642.11,Hindalco
GFS Basic,2024-10-23,2024-10-24,726.19,685.33,104,-4249.57,178.76,-4428.33,-5.86,Stop Loss (candle low),bull,1,39.0,32.3,61.9,73.6,725.83,707.75,Hindalco
GFS Basic,2025-11-17,2025-11-18,809.4,796.75,88,-1113.47,172.46,-1285.93,-1.81,Stop Loss (candle low),bull,1,37.9,31.6,72.5,62.5,809.0,799.35,Hindalco
GFS Basic,2026-02-16,2026-03-06,910.76,958.42,77,3670.24,174.97,3495.26,4.98,RSI Target 60,bull,18,41.4,62.7,72.8,75.9,910.3,889.06,Hindalco
GFS Advanced,2010-12-01,2010-12-07,191.7,200.71,495,4460.9,230.81,4230.08,4.46,RSI Target 60,bull,6,41.0,60.6,72.8,69.6,191.6,183.23,Hindalco
GFS Advanced,2014-06-30,2014-07-01,152.18,161.17,650,5849.2,241.2,5608.01,5.67,RSI Target 60,bull,1,43.8,63.0,69.7,74.0,152.1,147.15,Hindalco
GFS Advanced,2014-08-18,2014-08-25,170.54,151.61,611,-11567.45,234.9,-11802.35,-11.33,Stop Loss (candle low),bull,7,40.9,26.5,69.0,77.5,170.46,161.91,Hindalco
GFS Advanced,2016-09-19,2016-10-03,136.62,145.45,681,6013.53,228.32,5785.21,6.22,RSI Target 60,bull,14,39.1,65.8,72.2,64.4,136.56,133.75,Hindalco
GFS Advanced,2017-03-24,2017-03-27,186.13,178.11,529,-4242.76,229.74,-4472.5,-4.54,Stop Loss (candle low),bull,3,44.8,36.6,62.0,74.8,186.04,181.46,Hindalco
GFS Advanced,2017-09-26,2017-10-12,223.38,250.75,422,11549.84,236.78,11313.07,12.0,RSI Target 60,bull,16,35.6,65.8,78.5,77.5,223.27,216.0,Hindalco
GFS Advanced,2017-11-10,2017-11-15,253.47,238.8,414,-6071.67,242.23,-6313.9,-6.02,Stop Loss (candle low),bull,5,42.5,30.3,68.9,77.6,253.34,247.29,Hindalco
GFS Advanced,2021-03-26,2021-04-05,317.18,338.23,312,6567.15,242.04,6325.1,6.39,RSI Target 60,bull,10,43.7,61.5,74.3,67.0,317.03,306.83,Hindalco
GFS Advanced,2021-11-03,2021-11-08,467.11,456.3,225,-2432.44,246.36,-2678.8,-2.55,Price < 50 EMA,bull,5,42.0,27.3,56.2,80.1,466.88,456.35,Hindalco
GFS Advanced,2023-09-26,2023-10-23,468.4,450.57,219,-3905.15,239.23,-4144.38,-4.04,Stop Loss (candle low),bull,27,40.9,32.2,57.5,60.8,468.16,459.94,Hindalco
GFS Advanced,2024-06-20,2024-06-25,675.83,676.29,145,66.56,233.16,-166.61,-0.17,RSI Target 60,bull,5,44.8,64.1,85.0,72.6,675.5,652.86,Hindalco
GFS Advanced,2024-07-22,2024-07-23,666.6,644.72,147,-3215.98,229.75,-3445.73,-3.52,Price < 50 EMA,bull,1,41.5,32.3,65.9,71.4,666.27,642.11,Hindalco
GFS Advanced,2025-11-17,2025-11-18,809.4,796.75,117,-1480.41,224.24,-1704.65,-1.8,Stop Loss (candle low),bull,1,37.9,31.6,72.5,62.5,809.0,799.35,Hindalco
GFS Basic,2008-01-16,2008-01-18,109.82,103.24,865,-5691.0,220.54,-5911.54,-6.22,Stop Loss (candle low),bull,2,39.0,37.1,65.3,87.2,109.77,103.78,IndusInd Bank
GFS Basic,2010-01-04,2010-01-12,131.6,127.07,679,-3079.27,210.71,-3289.98,-3.68,Stop Loss (candle low),bull,8,44.4,53.6,64.7,88.3,131.53,127.16,IndusInd Bank
GFS Basic,2010-02-24,2010-03-03,137.33,149.63,628,7725.3,214.98,7510.32,8.71,RSI Target 60,bull,7,39.6,69.1,64.8,94.3,137.26,132.83,IndusInd Bank
GFS Basic,2010-10-27,2010-10-29,251.4,241.62,371,-3629.88,218.83,-3848.72,-4.13,Stop Loss (candle low),bull,2,41.6,37.6,70.1,99.5,251.28,246.57,IndusInd Bank
GFS Basic,2011-05-19,2011-05-31,223.56,242.03,401,7408.66,222.22,7186.45,8.02,RSI Target 60,sideways,12,37.2,60.1,63.9,68.7,223.44,219.07,IndusInd Bank
GFS Basic,2011-06-16,2011-06-20,236.31,230.3,408,-2452.44,227.04,-2679.48,-2.78,Stop Loss (candle low),sideways,4,43.6,31.1,56.7,68.7,236.19,231.31,IndusInd Bank
GFS Basic,2012-05-03,2012-05-09,301.49,283.14,311,-5707.58,217.78,-5925.36,-6.32,Stop Loss (candle low),bull,6,38.8,23.9,62.3,69.4,301.34,291.82,IndusInd Bank
GFS Basic,2012-10-23,2012-11-07,339.32,341.22,260,491.67,211.89,279.78,0.32,RSI Target 60,bull,15,42.9,70.3,70.1,67.0,339.15,332.29,IndusInd Bank
GFS Basic,2013-01-22,2013-02-07,390.58,400.45,226,2232.34,213.8,2018.54,2.29,RSI Target 60,bull,16,39.0,62.0,76.5,77.4,390.38,381.59,IndusInd Bank
GFS Basic,2013-02-22,2013-02-26,401.69,392.37,225,-2097.49,214.0,-2311.49,-2.56,Stop Loss (candle low),bull,4,42.9,42.6,65.2,77.4,401.49,394.41,IndusInd Bank
GFS Basic,2013-06-05,2013-06-10,482.76,460.39,183,-4092.97,207.41,-4300.38,-4.87,Stop Loss (candle low),bull,5,44.8,49.6,72.9,76.8,482.51,467.13,IndusInd Bank
GFS Basic,2014-06-06,2014-06-19,512.64,524.53,164,1949.13,204.18,1744.95,2.08,RSI Target 60,bull,13,43.2,60.4,69.8,60.7,512.39,499.65,IndusInd Bank
GFS Basic,2015-03-27,2015-04-06,836.14,861.14,102,2550.0,207.5,2342.5,2.75,RSI Target 60,bull,10,44.5,62.1,71.3,93.0,835.73,800.86,IndusInd Bank
GFS Basic,2015-08-13,2015-08-21,883.48,855.61,99,-2758.88,206.84,-2965.72,-3.39,Stop Loss (candle low),bull,8,40.5,33.9,60.4,86.7,883.04,860.1,IndusInd Bank
GFS Basic,2016-06-23,2016-06-27,1055.48,1024.82,80,-2453.32,200.43,-2653.75,-3.14,Stop Loss (candle low),bull,4,42.9,39.6,79.1,62.0,1054.96,1031.32,IndusInd Bank
GFS Basic,2016-08-30,2016-09-06,1111.54,1164.47,74,3917.51,202.17,3715.33,4.52,RSI Target 60,bull,7,41.5,70.8,71.8,68.1,1110.98,1098.42,IndusInd Bank
GFS Basic,2016-09-27,2016-10-06,1154.14,1159.92,74,427.34,205.56,221.77,0.26,RSI Target 60,bull,9,44.9,62.0,65.8,64.3,1153.57,1132.25,IndusInd Bank
GFS Basic,2017-03-06,2017-03-16,1262.54,1306.46,68,2986.19,209.21,2776.98,3.23,RSI Target 60,bull,10,43.8,63.8,80.1,70.4,1261.91,1237.46,IndusInd Bank
GFS Basic,2017-05-15,2017-05-19,1351.51,1318.51,66,-2178.17,211.29,-2389.46,-2.68,Stop Loss (candle low),bull,4,44.5,33.0,61.1,86.6,1350.84,1331.94,IndusInd Bank
GFS Basic,2017-06-28,2017-07-06,1424.1,1442.18,61,1102.9,209.52,893.39,1.03,RSI Target 60,bull,8,38.3,63.9,63.3,82.7,1423.38,1388.65,IndusInd Bank
GFS Basic,2017-08-22,2017-09-01,1564.89,1612.2,56,2649.32,212.82,2436.5,2.78,RSI Target 60,bull,10,36.3,67.1,77.1,85.3,1564.11,1534.79,IndusInd Bank
GFS Basic,2017-10-04,2017-10-13,1634.22,1667.55,55,1833.18,216.97,1616.22,1.8,RSI Target 60,bull,9,38.7,62.7,80.9,84.5,1633.4,1603.1,IndusInd Bank
GFS Basic,2017-10-26,2017-11-10,1548.73,1581.76,59,1949.06,220.4,1728.65,1.89,Weekly RSI < 50,bull,15,37.4,44.0,49.5,78.4,1547.95,1498.02,IndusInd Bank
GFS Basic,2018-05-24,2018-05-28,1791.72,1823.89,52,1672.99,224.1,1448.88,1.56,RSI Target 60,bull,4,44.8,60.1,80.5,83.7,1790.82,1749.15,IndusInd Bank
GFS Basic,2021-08-03,2021-08-10,990.34,997.65,95,694.55,225.12,469.43,0.5,RSI Target 60,bull,7,40.4,64.8,62.6,74.1,989.85,952.34,IndusInd Bank
GFS Basic,2023-08-18,2023-08-24,1362.56,1408.8,69,3190.27,227.56,2962.71,3.15,RSI Target 60,bull,6,43.0,65.1,75.7,71.8,1361.88,1345.23,IndusInd Bank
GFS Basic,2024-01-24,2024-02-16,1480.12,1476.51,66,-237.91,232.16,-470.08,-0.48,Weekly RSI < 50,bull,23,37.2,42.2,49.5,71.3,1479.38,1425.45,IndusInd Bank
GFS Advanced,2008-01-16,2008-01-18,109.82,103.24,865,-5691.0,220.54,-5911.54,-6.22,Stop Loss (candle low),bull,2,39.0,37.1,65.3,87.2,109.77,103.78,IndusInd Bank
GFS Advanced,2010-01-04,2010-01-12,131.6,127.07,679,-3079.27,210.71,-3289.98,-3.68,Stop Loss (candle low),bull,8,44.4,53.6,64.7,88.3,131.53,127.16,IndusInd Bank
GFS Advanced,2012-05-03,2012-05-08,301.49,292.56,286,-2555.24,204.3,-2759.54,-3.2,Price < 50 EMA,bull,5,38.8,30.4,62.3,69.4,301.34,291.82,IndusInd Bank
GFS Advanced,2012-10-23,2012-11-07,339.32,341.22,246,465.19,201.31,263.89,0.32,RSI Target 60,bull,15,42.9,70.3,70.1,67.0,339.15,332.29,IndusInd Bank
GFS Advanced,2013-01-23,2013-02-07,396.72,400.45,211,788.84,202.16,586.68,0.7,RSI Target 60,bull,15,43.6,62.0,76.5,77.4,396.52,387.44,IndusInd Bank
GFS Advanced,2013-02-22,2013-02-26,401.69,392.37,210,-1957.66,200.76,-2158.41,-2.56,Stop Loss (candle low),bull,4,42.9,42.6,65.2,77.4,401.49,394.41,IndusInd Bank
GFS Advanced,2013-06-05,2013-06-10,482.76,460.39,170,-3802.22,193.76,-3995.98,-4.87,Stop Loss (candle low),bull,5,44.8,49.6,72.9,76.8,482.51,467.13,IndusInd Bank
GFS Advanced,2014-06-06,2014-06-19,512.64,524.53,153,1818.39,191.51,1626.88,2.07,RSI Target 60,bull,13,43.2,60.4,69.8,60.7,512.39,499.65,IndusInd Bank
GFS Advanced,2015-08-13,2015-08-21,883.48,855.61,90,-2508.07,189.43,-2697.5,-3.39,Stop Loss (candle low),bull,8,40.5,33.9,60.4,86.7,883.04,860.1,IndusInd Bank
GFS Advanced,2016-06-28,2016-07-08,1036.15,1069.33,74,2455.21,188.26,2266.95,2.96,RSI Target 60,bull,10,40.2,61.4,79.2,67.0,1035.63,1021.88,IndusInd Bank
GFS Advanced,2016-09-27,2016-10-06,1154.14,1159.92,69,398.46,192.71,205.75,0.26,RSI Target 60,bull,9,44.9,62.0,65.8,64.3,1153.57,1132.25,IndusInd Bank
GFS Advanced,2017-03-06,2017-03-16,1262.54,1306.46,63,2766.61,194.95,2571.66,3.23,RSI Target 60,bull,10,43.8,63.8,80.1,70.4,1261.91,1237.46,IndusInd Bank
GFS Advanced,2017-05-15,2017-05-19,1351.51,1318.51,60,-1980.15,193.48,-2173.63,-2.68,Stop Loss (candle low),bull,4,44.5,33.0,61.1,86.6,1350.84,1331.94,IndusInd Bank
GFS Advanced,2017-08-22,2017-09-01,1564.89,1612.2,51,2412.77,195.18,2217.59,2.78,RSI Target 60,bull,10,36.3,67.1,77.1,85.3,1564.11,1534.79,IndusInd Bank
GFS Advanced,2017-10-04,2017-10-13,1634.22,1667.55,50,1666.53,198.64,1467.89,1.8,RSI Target 60,bull,9,38.7,62.7,80.9,84.5,1633.4,1603.1,IndusInd Bank
GFS Advanced,2018-05-24,2018-05-28,1791.72,1823.89,46,1479.95,200.02,1279.93,1.55,RSI Target 60,bull,4,44.8,60.1,80.5,83.7,1790.82,1749.15,IndusInd Bank
GFS Basic,2020-08-18,2020-08-26,854.76,828.67,111,-2895.31,223.17,-3118.47,-3.29,Stop Loss (candle low),sideways,8,43.8,33.7,63.4,61.1,854.33,834.01,SBI Life
GFS Basic,2021-09-22,2021-09-30,1193.02,1203.26,77,788.87,220.28,568.59,0.62,RSI Target 60,bull,8,41.5,65.6,77.7,72.7,1192.42,1166.28,SBI Life
GFS Basic,2021-10-27,2021-10-28,1191.53,1155.73,77,-2756.65,216.36,-2973.0,-3.24,Stop Loss (candle low),bull,1,43.7,39.2,63.9,72.7,1190.94,1163.85,SBI Life
GFS Basic,2022-08-23,2022-08-30,1283.72,1318.6,69,2406.65,214.66,2191.99,2.47,RSI Target 60,bull,7,40.9,63.5,76.9,65.7,1283.08,1259.97,SBI Life
GFS Basic,2023-12-21,2024-01-10,1403.85,1443.37,65,2568.63,220.77,2347.87,2.57,RSI Target 60,bull,20,44.2,62.1,66.0,64.6,1403.15,1372.26,SBI Life
GFS Basic,2025-07-21,2025-08-06,1805.79,1850.8,52,2340.34,226.42,2113.92,2.25,RSI Target 60,bull,16,36.6,60.7,58.3,65.4,1804.89,1777.64,SBI Life
GFS Basic,2026-01-27,2026-01-29,2045.98,1992.53,46,-2458.59,221.93,-2680.52,-2.85,Stop Loss (candle low),bull,2,38.3,34.6,67.4,69.2,2044.96,2001.42,SBI Life
GFS Advanced,2020-08-18,2020-08-26,854.76,828.67,111,-2895.31,223.17,-3118.47,-3.29,Stop Loss (candle low),sideways,8,43.8,33.7,63.4,61.1,854.33,834.01,SBI Life
GFS Advanced,2021-09-22,2021-09-30,1193.02,1203.26,77,788.87,220.28,568.59,0.62,RSI Target 60,bull,8,41.5,65.6,77.7,72.7,1192.42,1166.28,SBI Life
GFS Advanced,2022-08-23,2022-08-30,1283.72,1318.6,72,2511.29,223.33,2287.96,2.48,RSI Target 60,bull,7,40.9,63.5,76.9,65.7,1283.08,1259.97,SBI Life
GFS Advanced,2024-01-04,2024-01-10,1430.03,1443.37,66,880.3,225.98,654.33,0.69,RSI Target 60,bull,6,37.2,62.1,66.0,64.6,1429.31,1407.12,SBI Life
